"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Tue Jan 17 2023 00:00:00 GMT+0530 (India Standard Time)","32.80","33.10","31.10","31.70","-2.61","-2.88","46,527,789"
"Wed Jan 18 2023 00:00:00 GMT+0530 (India Standard Time)","31.60","31.95","30.85","31.05","-2.05","-2.32","19,946,654"
"Thu Jan 19 2023 00:00:00 GMT+0530 (India Standard Time)","31.00","31.65","30.50","31.45","1.29","1.02","23,916,086"
"Fri Jan 20 2023 00:00:00 GMT+0530 (India Standard Time)","31.45","31.65","30.60","30.85","-1.91","-2.18","14,979,887"
"Mon Jan 23 2023 00:00:00 GMT+0530 (India Standard Time)","31.05","31.15","30.35","30.50","-1.13","-1.41","11,726,505"
"Tue Jan 24 2023 00:00:00 GMT+0530 (India Standard Time)","30.70","30.70","29.25","29.45","-3.44","-3.72","22,754,199"
"Wed Jan 25 2023 00:00:00 GMT+0530 (India Standard Time)","30.20","30.75","29.65","30.25","2.72","2.44","34,130,020"
"Fri Jan 27 2023 00:00:00 GMT+0530 (India Standard Time)","30.50","30.50","27.65","28.40","-6.12","-6.39","21,654,764"
"Mon Jan 30 2023 00:00:00 GMT+0530 (India Standard Time)","27.60","29.25","27.30","28.35","-0.18","-0.45","25,972,880"
"Tue Jan 31 2023 00:00:00 GMT+0530 (India Standard Time)","28.65","30.15","28.35","29.65","4.59","4.31","25,925,484"
"Wed Feb 01 2023 00:00:00 GMT+0530 (India Standard Time)","30.20","30.50","26.90","28.65","-3.37","-3.65","23,084,638"
"Thu Feb 02 2023 00:00:00 GMT+0530 (India Standard Time)","28.55","29.10","27.70","28.05","-2.09","-2.37","18,494,674"
"Fri Feb 03 2023 00:00:00 GMT+0530 (India Standard Time)","28.30","28.55","26.75","28.05","0","-0.27","18,388,747"
"Mon Feb 06 2023 00:00:00 GMT+0530 (India Standard Time)","28.05","28.45","27.50","27.65","-1.43","-1.70","12,366,432"
"Tue Feb 07 2023 00:00:00 GMT+0530 (India Standard Time)","27.85","27.90","27.00","27.10","-1.99","-2.26","10,032,726"
"Wed Feb 08 2023 00:00:00 GMT+0530 (India Standard Time)","27.10","28.50","27.10","28.25","4.24","3.97","15,601,306"
"Thu Feb 09 2023 00:00:00 GMT+0530 (India Standard Time)","28.20","28.20","27.50","27.60","-2.30","-2.57","8,701,890"
"Fri Feb 10 2023 00:00:00 GMT+0530 (India Standard Time)","27.50","29.40","27.30","28.15","1.99","1.72","33,077,692"
"Mon Feb 13 2023 00:00:00 GMT+0530 (India Standard Time)","28.40","28.40","27.60","27.90","-0.89","-1.16","8,840,066"
"Tue Feb 14 2023 00:00:00 GMT+0530 (India Standard Time)","27.90","28.00","27.15","27.35","-1.97","-2.24","6,945,603"
"Wed Feb 15 2023 00:00:00 GMT+0530 (India Standard Time)","27.45","27.85","27.10","27.25","-0.37","-0.64","8,303,021"
"Thu Feb 16 2023 00:00:00 GMT+0530 (India Standard Time)","27.45","27.65","26.10","26.55","-2.57","-2.84","8,423,585"
"Fri Feb 17 2023 00:00:00 GMT+0530 (India Standard Time)","26.50","26.50","25.65","26.15","-1.51","-1.78","10,571,485"
"Mon Feb 20 2023 00:00:00 GMT+0530 (India Standard Time)","26.25","26.65","25.10","25.45","-2.68","-2.95","10,127,892"
"Tue Feb 21 2023 00:00:00 GMT+0530 (India Standard Time)","25.65","25.65","23.95","24.15","-5.11","-5.38","15,456,923"
"Wed Feb 22 2023 00:00:00 GMT+0530 (India Standard Time)","23.75","25.60","23.55","24.45","1.24","0.97","27,474,440"
"Thu Feb 23 2023 00:00:00 GMT+0530 (India Standard Time)","24.55","25.70","23.90","25.45","4.09","3.82","20,070,729"
"Fri Feb 24 2023 00:00:00 GMT+0530 (India Standard Time)","25.70","25.95","24.90","25.00","-1.77","-2.04","11,985,381"
"Mon Feb 27 2023 00:00:00 GMT+0530 (India Standard Time)","24.95","25.40","24.45","25.10","0.40","0.13","10,998,903"
"Tue Feb 28 2023 00:00:00 GMT+0530 (India Standard Time)","25.25","26.50","25.10","25.90","3.19","2.91","18,839,969"
"Wed Mar 01 2023 00:00:00 GMT+0530 (India Standard Time)","26.00","26.50","25.75","26.20","1.16","0.89","11,840,312"
"Thu Mar 02 2023 00:00:00 GMT+0530 (India Standard Time)","26.20","26.95","25.85","25.95","-0.95","-1.23","14,489,604"
"Fri Mar 03 2023 00:00:00 GMT+0530 (India Standard Time)","26.30","28.35","26.20","28.05","8.09","7.82","34,896,327"
"Mon Mar 06 2023 00:00:00 GMT+0530 (India Standard Time)","28.40","28.55","27.05","27.25","-2.85","-3.12","23,957,985"
"Wed Mar 08 2023 00:00:00 GMT+0530 (India Standard Time)","27.20","27.30","26.60","27.20","-0.18","-0.46","10,363,044"
"Thu Mar 09 2023 00:00:00 GMT+0530 (India Standard Time)","27.40","27.45","26.90","27.05","-0.55","-0.82","7,787,020"
"Fri Mar 10 2023 00:00:00 GMT+0530 (India Standard Time)","26.50","26.85","26.05","26.65","-1.48","-1.75","10,444,818"
"Mon Mar 13 2023 00:00:00 GMT+0530 (India Standard Time)","26.20","26.85","25.25","25.45","-4.50","-4.78","9,278,408"
"Tue Mar 14 2023 00:00:00 GMT+0530 (India Standard Time)","25.75","25.90","24.45","24.80","-2.55","-2.83","12,131,153"
"Wed Mar 15 2023 00:00:00 GMT+0530 (India Standard Time)","25.25","25.65","24.70","24.85","0.20","-0.07","7,239,983"
"Thu Mar 16 2023 00:00:00 GMT+0530 (India Standard Time)","24.80","25.35","23.95","25.10","1.01","0.73","12,502,598"
"Fri Mar 17 2023 00:00:00 GMT+0530 (India Standard Time)","25.40","25.50","24.65","24.90","-0.80","-1.07","8,582,788"
"Mon Mar 20 2023 00:00:00 GMT+0530 (India Standard Time)","24.85","25.00","24.00","24.30","-2.41","-2.68","6,957,521"
"Tue Mar 21 2023 00:00:00 GMT+0530 (India Standard Time)","24.60","25.05","24.30","24.85","2.26","1.99","7,165,027"
"Wed Mar 22 2023 00:00:00 GMT+0530 (India Standard Time)","25.00","25.45","24.50","24.85","0","-0.27","7,686,564"
"Thu Mar 23 2023 00:00:00 GMT+0530 (India Standard Time)","24.65","24.95","24.30","24.45","-1.61","-1.88","6,062,209"
"Fri Mar 24 2023 00:00:00 GMT+0530 (India Standard Time)","24.45","24.70","23.70","23.85","-2.45","-2.73","6,275,981"
"Mon Mar 27 2023 00:00:00 GMT+0530 (India Standard Time)","23.85","24.10","23.00","23.20","-2.73","-3.00","8,185,025"
"Tue Mar 28 2023 00:00:00 GMT+0530 (India Standard Time)","23.20","23.60","22.35","22.55","-2.80","-3.07","8,879,940"
"Wed Mar 29 2023 00:00:00 GMT+0530 (India Standard Time)","22.55","24.80","22.25","24.55","8.87","8.60","23,014,054"
"Fri Mar 31 2023 00:00:00 GMT+0530 (India Standard Time)","24.70","25.35","24.10","24.30","-1.02","-1.29","11,688,066"
"Mon Apr 03 2023 00:00:00 GMT+0530 (India Standard Time)","24.40","26.30","24.20","26.00","7.00","6.72","24,070,292"
"Wed Apr 05 2023 00:00:00 GMT+0530 (India Standard Time)","26.20","26.35","25.20","25.40","-2.31","-2.58","12,246,550"
"Thu Apr 06 2023 00:00:00 GMT+0530 (India Standard Time)","25.40","26.15","25.15","25.45","0.20","-0.08","16,281,373"
"Mon Apr 10 2023 00:00:00 GMT+0530 (India Standard Time)","25.45","25.65","24.80","24.90","-2.16","-2.43","7,684,200"
"Tue Apr 11 2023 00:00:00 GMT+0530 (India Standard Time)","25.05","26.20","25.05","25.45","2.21","1.94","12,748,262"
"Wed Apr 12 2023 00:00:00 GMT+0530 (India Standard Time)","25.60","25.60","25.05","25.25","-0.79","-1.06","8,633,698"
"Thu Apr 13 2023 00:00:00 GMT+0530 (India Standard Time)","25.30","26.65","25.20","26.35","4.36","4.08","17,288,536"
"Mon Apr 17 2023 00:00:00 GMT+0530 (India Standard Time)","26.35","28.45","26.05","27.50","4.36","4.09","58,595,968"
"Tue Apr 18 2023 00:00:00 GMT+0530 (India Standard Time)","27.70","27.70","26.80","27.35","-0.55","-0.82","28,591,600"
"Wed Apr 19 2023 00:00:00 GMT+0530 (India Standard Time)","27.35","28.15","27.00","27.20","-0.55","-0.82","20,695,811"
"Thu Apr 20 2023 00:00:00 GMT+0530 (India Standard Time)","27.30","27.50","26.80","27.00","-0.74","-1.01","8,692,224"
"Fri Apr 21 2023 00:00:00 GMT+0530 (India Standard Time)","26.95","27.10","26.15","26.30","-2.59","-2.87","10,914,586"
"Mon Apr 24 2023 00:00:00 GMT+0530 (India Standard Time)","26.30","27.60","26.15","27.45","4.37","4.10","19,043,056"
"Tue Apr 25 2023 00:00:00 GMT+0530 (India Standard Time)","27.70","28.90","27.35","27.75","1.09","0.82","33,424,735"
"Wed Apr 26 2023 00:00:00 GMT+0530 (India Standard Time)","27.85","28.45","27.40","28.15","1.44","1.17","23,129,445"
"Thu Apr 27 2023 00:00:00 GMT+0530 (India Standard Time)","28.25","28.90","28.15","28.50","1.24","0.97","18,122,850"
"Fri Apr 28 2023 00:00:00 GMT+0530 (India Standard Time)","28.60","30.70","28.55","30.10","5.61","5.34","48,901,981"
"Tue May 02 2023 00:00:00 GMT+0530 (India Standard Time)","30.70","31.60","30.00","30.75","2.16","1.89","51,078,123"
"Wed May 03 2023 00:00:00 GMT+0530 (India Standard Time)","30.25","30.25","29.05","29.15","-5.20","-5.48","21,189,730"
"Thu May 04 2023 00:00:00 GMT+0530 (India Standard Time)","29.15","29.60","28.75","29.10","-0.17","-0.44","15,303,426"
"Fri May 05 2023 00:00:00 GMT+0530 (India Standard Time)","29.05","29.60","28.35","28.55","-1.89","-2.16","16,932,060"
"Mon May 08 2023 00:00:00 GMT+0530 (India Standard Time)","28.50","28.90","28.10","28.25","-1.05","-1.32","11,201,501"
"Tue May 09 2023 00:00:00 GMT+0530 (India Standard Time)","28.35","28.60","27.35","27.50","-2.65","-2.93","9,520,845"
"Wed May 10 2023 00:00:00 GMT+0530 (India Standard Time)","27.50","27.50","26.60","27.20","-1.09","-1.36","16,121,156"
"Thu May 11 2023 00:00:00 GMT+0530 (India Standard Time)","27.30","27.80","27.05","27.15","-0.18","-0.46","9,093,664"
"Fri May 12 2023 00:00:00 GMT+0530 (India Standard Time)","27.25","27.60","27.05","27.15","0","-0.27","4,954,638"
"Mon May 15 2023 00:00:00 GMT+0530 (India Standard Time)","27.25","27.35","26.70","26.85","-1.10","-1.38","7,683,574"
"Tue May 16 2023 00:00:00 GMT+0530 (India Standard Time)","27.10","27.85","27.00","27.20","1.30","1.03","10,210,995"
"Wed May 17 2023 00:00:00 GMT+0530 (India Standard Time)","27.20","27.50","26.90","27.20","0","-0.27","6,084,717"
"Thu May 18 2023 00:00:00 GMT+0530 (India Standard Time)","27.30","27.40","26.85","26.90","-1.10","-1.38","4,812,743"
"Fri May 19 2023 00:00:00 GMT+0530 (India Standard Time)","26.95","27.05","26.35","26.55","-1.30","-1.57","5,889,082"
"Mon May 22 2023 00:00:00 GMT+0530 (India Standard Time)","26.65","26.65","26.10","26.25","-1.13","-1.40","6,170,963"
"Tue May 23 2023 00:00:00 GMT+0530 (India Standard Time)","26.30","26.50","26.05","26.15","-0.38","-0.65","5,699,280"
"Wed May 24 2023 00:00:00 GMT+0530 (India Standard Time)","26.00","26.35","25.65","26.05","-0.38","-0.66","19,564,147"
"Thu May 25 2023 00:00:00 GMT+0530 (India Standard Time)","26.00","26.60","25.70","26.25","0.77","0.49","10,117,135"
"Fri May 26 2023 00:00:00 GMT+0530 (India Standard Time)","26.30","26.60","26.15","26.45","0.76","0.49","4,879,324"
"Mon May 29 2023 00:00:00 GMT+0530 (India Standard Time)","26.65","26.70","26.30","26.40","-0.19","-0.46","4,295,122"
"Tue May 30 2023 00:00:00 GMT+0530 (India Standard Time)","26.40","26.60","26.05","26.20","-0.76","-1.03","4,237,014"
"Wed May 31 2023 00:00:00 GMT+0530 (India Standard Time)","26.20","26.45","25.85","26.30","0.38","0.11","6,049,451"
"Thu Jun 01 2023 00:00:00 GMT+0530 (India Standard Time)","26.30","28.30","26.20","27.80","5.70","5.43","30,098,125"
"Fri Jun 02 2023 00:00:00 GMT+0530 (India Standard Time)","27.95","28.40","27.40","27.55","-0.90","-1.17","15,633,701"
"Mon Jun 05 2023 00:00:00 GMT+0530 (India Standard Time)","27.75","27.75","27.00","27.20","-1.27","-1.54","4,537,916"
"Tue Jun 06 2023 00:00:00 GMT+0530 (India Standard Time)","27.30","27.30","26.85","27.20","0","-0.27","3,942,552"
"Wed Jun 07 2023 00:00:00 GMT+0530 (India Standard Time)","27.30","28.10","27.20","27.50","1.10","0.83","10,051,299"
"Thu Jun 08 2023 00:00:00 GMT+0530 (India Standard Time)","27.60","27.95","27.10","27.45","-0.18","-0.45","8,958,985"
"Fri Jun 09 2023 00:00:00 GMT+0530 (India Standard Time)","27.40","27.45","26.85","27.05","-1.46","-1.73","5,571,305"
"Mon Jun 12 2023 00:00:00 GMT+0530 (India Standard Time)","27.05","27.15","26.80","26.90","-0.55","-0.83","2,884,695"
"Tue Jun 13 2023 00:00:00 GMT+0530 (India Standard Time)","26.90","27.00","26.75","26.80","-0.37","-0.64","3,064,615"
"Wed Jun 14 2023 00:00:00 GMT+0530 (India Standard Time)","26.90","27.00","26.45","26.60","-0.75","-1.02","3,680,271"
"Thu Jun 15 2023 00:00:00 GMT+0530 (India Standard Time)","26.60","26.85","26.15","26.20","-1.50","-1.78","4,635,310"
"Fri Jun 16 2023 00:00:00 GMT+0530 (India Standard Time)","26.40","26.60","26.25","26.35","0.57","0.30","5,602,926"
"Mon Jun 19 2023 00:00:00 GMT+0530 (India Standard Time)","26.40","27.30","26.25","26.70","1.33","1.06","14,157,166"
"Tue Jun 20 2023 00:00:00 GMT+0530 (India Standard Time)","26.65","28.15","26.55","27.85","4.31","4.03","21,802,899"
"Wed Jun 21 2023 00:00:00 GMT+0530 (India Standard Time)","28.00","28.30","27.25","27.45","-1.44","-1.71","9,162,630"
"Thu Jun 22 2023 00:00:00 GMT+0530 (India Standard Time)","27.45","27.60","26.75","27.00","-1.64","-1.91","5,690,249"
"Fri Jun 23 2023 00:00:00 GMT+0530 (India Standard Time)","27.00","27.00","26.40","26.55","-1.67","-1.94","4,861,960"
"Mon Jun 26 2023 00:00:00 GMT+0530 (India Standard Time)","26.60","26.95","26.10","26.60","0.19","-0.08","4,470,941"
"Tue Jun 27 2023 00:00:00 GMT+0530 (India Standard Time)","26.75","27.10","26.65","26.80","0.75","0.48","4,704,983"
"Wed Jun 28 2023 00:00:00 GMT+0530 (India Standard Time)","26.80","26.95","26.55","26.70","-0.37","-0.65","3,706,157"
"Fri Jun 30 2023 00:00:00 GMT+0530 (India Standard Time)","26.85","27.75","26.65","27.40","2.62","2.35","13,537,020"
"Mon Jul 03 2023 00:00:00 GMT+0530 (India Standard Time)","27.60","28.80","27.40","28.10","2.55","2.28","24,369,987"
"Tue Jul 04 2023 00:00:00 GMT+0530 (India Standard Time)","28.25","29.25","27.35","28.40","1.07","0.79","34,255,575"
"Wed Jul 05 2023 00:00:00 GMT+0530 (India Standard Time)","28.50","29.10","28.15","28.75","1.23","0.96","21,084,451"
"Thu Jul 06 2023 00:00:00 GMT+0530 (India Standard Time)","28.75","29.55","28.55","28.85","0.35","0.07","19,082,711"
"Fri Jul 07 2023 00:00:00 GMT+0530 (India Standard Time)","28.80","29.25","28.25","28.80","-0.17","-0.45","14,530,751"
"Mon Jul 10 2023 00:00:00 GMT+0530 (India Standard Time)","29.00","29.40","28.25","28.55","-0.87","-1.14","13,760,080"
"Tue Jul 11 2023 00:00:00 GMT+0530 (India Standard Time)","28.70","28.80","28.20","28.30","-0.88","-1.15","6,529,998"
"Wed Jul 12 2023 00:00:00 GMT+0530 (India Standard Time)","28.40","29.30","28.30","28.85","1.94","1.67","17,762,050"
"Thu Jul 13 2023 00:00:00 GMT+0530 (India Standard Time)","29.05","29.60","27.75","27.90","-3.29","-3.57","14,402,595"
"Fri Jul 14 2023 00:00:00 GMT+0530 (India Standard Time)","28.05","28.15","27.50","27.80","-0.36","-0.63","7,323,981"
"Mon Jul 17 2023 00:00:00 GMT+0530 (India Standard Time)","28.00","28.55","27.75","28.40","2.16","1.89","8,891,658"
"Tue Jul 18 2023 00:00:00 GMT+0530 (India Standard Time)","28.50","28.65","27.85","28.05","-1.23","-1.51","6,971,586"
"Wed Jul 19 2023 00:00:00 GMT+0530 (India Standard Time)","28.20","28.60","27.80","28.45","1.43","1.15","8,626,224"
"Thu Jul 20 2023 00:00:00 GMT+0530 (India Standard Time)","28.50","29.30","28.35","28.85","1.41","1.13","17,587,428"
"Fri Jul 21 2023 00:00:00 GMT+0530 (India Standard Time)","28.80","29.50","28.70","29.00","0.52","0.25","17,694,671"
"Mon Jul 24 2023 00:00:00 GMT+0530 (India Standard Time)","29.20","29.75","28.50","28.60","-1.38","-1.65","15,326,350"
"Tue Jul 25 2023 00:00:00 GMT+0530 (India Standard Time)","28.85","29.05","28.25","28.65","0.17","-0.10","7,479,465"
"Wed Jul 26 2023 00:00:00 GMT+0530 (India Standard Time)","28.65","29.30","28.45","29.05","1.40","1.12","9,855,452"
"Thu Jul 27 2023 00:00:00 GMT+0530 (India Standard Time)","29.20","29.50","28.90","29.25","0.69","0.42","9,083,691"
"Fri Jul 28 2023 00:00:00 GMT+0530 (India Standard Time)","29.35","29.35","28.65","28.75","-1.71","-1.98","9,094,880"
"Mon Jul 31 2023 00:00:00 GMT+0530 (India Standard Time)","28.70","28.75","27.90","28.25","-1.74","-2.01","12,905,960"
"Tue Aug 01 2023 00:00:00 GMT+0530 (India Standard Time)","28.45","28.90","27.95","28.25","0","-0.27","11,977,301"
"Wed Aug 02 2023 00:00:00 GMT+0530 (India Standard Time)","28.25","28.70","27.55","27.95","-1.06","-1.33","10,678,556"
"Thu Aug 03 2023 00:00:00 GMT+0530 (India Standard Time)","28.05","28.05","27.40","27.70","-0.89","-1.17","7,376,321"
"Fri Aug 04 2023 00:00:00 GMT+0530 (India Standard Time)","27.75","27.95","27.50","27.65","-0.18","-0.45","5,521,336"
"Mon Aug 07 2023 00:00:00 GMT+0530 (India Standard Time)","27.80","27.85","27.05","27.15","-1.81","-2.08","7,744,416"
"Tue Aug 08 2023 00:00:00 GMT+0530 (India Standard Time)","27.15","27.85","27.00","27.75","2.21","1.94","9,787,714"
"Wed Aug 09 2023 00:00:00 GMT+0530 (India Standard Time)","27.85","28.25","27.45","27.70","-0.18","-0.45","13,565,404"
"Thu Aug 10 2023 00:00:00 GMT+0530 (India Standard Time)","27.70","28.20","27.50","27.70","0","-0.27","8,558,433"
"Fri Aug 11 2023 00:00:00 GMT+0530 (India Standard Time)","27.85","29.90","27.60","29.05","4.87","4.60","49,220,593"
"Mon Aug 14 2023 00:00:00 GMT+0530 (India Standard Time)","29.15","29.95","28.30","29.35","1.03","0.76","28,066,075"
"Wed Aug 16 2023 00:00:00 GMT+0530 (India Standard Time)","29.15","30.75","28.90","30.40","3.58","3.30","37,787,473"
"Thu Aug 17 2023 00:00:00 GMT+0530 (India Standard Time)","30.70","31.30","30.20","30.45","0.16","-0.11","26,479,629"
"Fri Aug 18 2023 00:00:00 GMT+0530 (India Standard Time)","30.35","31.75","30.20","31.20","2.46","2.19","31,780,408"
"Mon Aug 21 2023 00:00:00 GMT+0530 (India Standard Time)","31.45","31.85","30.70","31.35","0.48","0.21","21,055,664"
"Tue Aug 22 2023 00:00:00 GMT+0530 (India Standard Time)","31.55","31.70","30.90","31.00","-1.12","-1.39","11,327,140"
"Wed Aug 23 2023 00:00:00 GMT+0530 (India Standard Time)","31.20","33.50","30.90","33.20","7.10","6.82","63,980,774"
"Thu Aug 24 2023 00:00:00 GMT+0530 (India Standard Time)","33.55","34.40","32.50","32.90","-0.90","-1.18","33,778,929"
"Fri Aug 25 2023 00:00:00 GMT+0530 (India Standard Time)","32.70","33.05","31.65","32.30","-1.82","-2.10","17,108,855"
"Mon Aug 28 2023 00:00:00 GMT+0530 (India Standard Time)","32.50","32.85","31.95","32.45","0.46","0.19","12,719,277"
"Tue Aug 29 2023 00:00:00 GMT+0530 (India Standard Time)","32.55","32.65","31.70","31.90","-1.69","-1.97","9,646,609"
"Wed Aug 30 2023 00:00:00 GMT+0530 (India Standard Time)","32.20","32.25","31.35","31.55","-1.10","-1.37","7,933,608"
"Thu Aug 31 2023 00:00:00 GMT+0530 (India Standard Time)","31.70","31.80","31.05","31.15","-1.27","-1.54","7,499,998"
"Fri Sep 01 2023 00:00:00 GMT+0530 (India Standard Time)","31.20","31.50","30.30","31.20","0.16","-0.11","16,703,184"
"Mon Sep 04 2023 00:00:00 GMT+0530 (India Standard Time)","31.45","33.05","31.35","32.90","5.45","5.18","27,583,693"
"Tue Sep 05 2023 00:00:00 GMT+0530 (India Standard Time)","33.40","35.55","33.40","34.40","4.56","4.29","57,027,703"
"Wed Sep 06 2023 00:00:00 GMT+0530 (India Standard Time)","34.60","34.65","33.50","33.80","-1.74","-2.02","18,257,720"
"Thu Sep 07 2023 00:00:00 GMT+0530 (India Standard Time)","33.95","34.70","33.85","34.40","1.78","1.50","17,405,052"
"Fri Sep 08 2023 00:00:00 GMT+0530 (India Standard Time)","34.70","36.50","34.70","35.10","2.03","1.76","43,850,266"
"Mon Sep 11 2023 00:00:00 GMT+0530 (India Standard Time)","35.40","37.30","35.20","36.65","4.42","4.14","44,130,366"
"Tue Sep 12 2023 00:00:00 GMT+0530 (India Standard Time)","36.95","37.35","33.30","33.65","-8.19","-8.46","37,364,718"
"Wed Sep 13 2023 00:00:00 GMT+0530 (India Standard Time)","33.85","35.70","32.70","35.55","5.65","5.37","33,188,296"
"Thu Sep 14 2023 00:00:00 GMT+0530 (India Standard Time)","35.95","37.60","35.05","37.15","4.50","4.23","57,503,482"
"Fri Sep 15 2023 00:00:00 GMT+0530 (India Standard Time)","37.00","40.95","36.75","40.40","8.75","8.48","171,087,726"
"Mon Sep 18 2023 00:00:00 GMT+0530 (India Standard Time)","40.70","48.45","39.85","46.50","15.10","14.83","318,386,203"
"Wed Sep 20 2023 00:00:00 GMT+0530 (India Standard Time)","45.80","47.20","43.20","43.85","-5.70","-5.97","115,512,701"
"Thu Sep 21 2023 00:00:00 GMT+0530 (India Standard Time)","43.90","46.35","41.10","41.60","-5.13","-5.40","112,191,491"
"Fri Sep 22 2023 00:00:00 GMT+0530 (India Standard Time)","42.45","44.00","41.60","43.05","3.49","3.21","101,911,643"
"Mon Sep 25 2023 00:00:00 GMT+0530 (India Standard Time)","43.30","43.80","41.80","42.40","-1.51","-1.78","46,880,912"
"Tue Sep 26 2023 00:00:00 GMT+0530 (India Standard Time)","42.55","43.85","41.70","42.15","-0.59","-0.86","54,086,293"
"Wed Sep 27 2023 00:00:00 GMT+0530 (India Standard Time)","42.15","43.25","41.70","43.05","2.14","1.86","40,152,117"
"Thu Sep 28 2023 00:00:00 GMT+0530 (India Standard Time)","43.25","45.40","42.60","43.00","-0.12","-0.39","93,044,518"
"Fri Sep 29 2023 00:00:00 GMT+0530 (India Standard Time)","43.50","44.20","43.10","43.55","1.28","1.01","34,965,445"
"Tue Oct 03 2023 00:00:00 GMT+0530 (India Standard Time)","43.65","45.00","42.75","44.75","2.76","2.48","45,356,553"
"Wed Oct 04 2023 00:00:00 GMT+0530 (India Standard Time)","44.55","46.25","43.30","44.20","-1.23","-1.50","88,205,449"
"Thu Oct 05 2023 00:00:00 GMT+0530 (India Standard Time)","44.65","45.00","43.10","43.70","-1.13","-1.40","31,194,735"
"Fri Oct 06 2023 00:00:00 GMT+0530 (India Standard Time)","43.85","44.10","42.40","43.20","-1.14","-1.42","44,033,584"
"Mon Oct 09 2023 00:00:00 GMT+0530 (India Standard Time)","42.00","42.35","40.05","40.40","-6.48","-6.75","33,707,194"
"Tue Oct 10 2023 00:00:00 GMT+0530 (India Standard Time)","41.00","42.45","40.70","42.10","4.21","3.94","27,501,092"
"Wed Oct 11 2023 00:00:00 GMT+0530 (India Standard Time)","42.30","42.60","41.20","41.40","-1.66","-1.94","26,453,525"
"Thu Oct 12 2023 00:00:00 GMT+0530 (India Standard Time)","41.60","42.20","41.15","41.45","0.12","-0.15","17,595,254"
"Fri Oct 13 2023 00:00:00 GMT+0530 (India Standard Time)","41.40","41.60","40.90","40.95","-1.21","-1.48","16,636,744"
"Mon Oct 16 2023 00:00:00 GMT+0530 (India Standard Time)","41.20","41.50","40.75","40.90","-0.12","-0.39","18,095,229"
"Tue Oct 17 2023 00:00:00 GMT+0530 (India Standard Time)","41.25","42.05","40.95","41.15","0.61","0.34","17,792,812"
"Wed Oct 18 2023 00:00:00 GMT+0530 (India Standard Time)","41.30","41.35","39.60","39.85","-3.16","-3.43","20,651,104"
"Thu Oct 19 2023 00:00:00 GMT+0530 (India Standard Time)","39.80","39.80","38.90","39.60","-0.63","-0.90","20,569,422"
"Fri Oct 20 2023 00:00:00 GMT+0530 (India Standard Time)","39.60","40.20","38.20","38.40","-3.03","-3.30","22,724,052"
"Mon Oct 23 2023 00:00:00 GMT+0530 (India Standard Time)","38.55","38.95","35.20","35.75","-6.90","-7.17","37,503,929"
"Wed Oct 25 2023 00:00:00 GMT+0530 (India Standard Time)","36.20","37.70","35.10","36.65","2.52","2.24","38,360,410"
"Thu Oct 26 2023 00:00:00 GMT+0530 (India Standard Time)","36.65","36.85","34.75","36.50","-0.41","-0.68","31,166,726"
"Fri Oct 27 2023 00:00:00 GMT+0530 (India Standard Time)","36.80","38.45","36.35","38.20","4.66","4.38","41,423,980"
"Mon Oct 30 2023 00:00:00 GMT+0530 (India Standard Time)","38.35","38.40","36.75","37.00","-3.14","-3.41","18,655,164"
"Tue Oct 31 2023 00:00:00 GMT+0530 (India Standard Time)","37.45","38.40","36.70","37.10","0.27","0","23,867,299"
"Wed Nov 01 2023 00:00:00 GMT+0530 (India Standard Time)","37.10","37.60","36.70","37.45","0.94","0.67","18,838,432"
"Thu Nov 02 2023 00:00:00 GMT+0530 (India Standard Time)","38.00","38.55","37.55","37.85","1.07","0.80","18,801,470"
"Fri Nov 03 2023 00:00:00 GMT+0530 (India Standard Time)","38.20","38.35","36.90","37.50","-0.92","-1.20","22,772,040"
"Mon Nov 06 2023 00:00:00 GMT+0530 (India Standard Time)","37.50","37.65","37.05","37.30","-0.53","-0.81","11,655,486"
"Tue Nov 07 2023 00:00:00 GMT+0530 (India Standard Time)","37.45","38.00","37.05","37.70","1.07","0.80","12,045,649"
"Wed Nov 08 2023 00:00:00 GMT+0530 (India Standard Time)","37.90","38.20","37.25","37.45","-0.66","-0.94","11,250,480"
"Thu Nov 09 2023 00:00:00 GMT+0530 (India Standard Time)","37.50","37.70","37.00","37.20","-0.67","-0.94","7,089,972"
"Fri Nov 10 2023 00:00:00 GMT+0530 (India Standard Time)","37.00","37.15","36.70","37.00","-0.54","-0.81","5,283,807"
"Sun Nov 12 2023 00:00:00 GMT+0530 (India Standard Time)","37.40","37.90","37.35","37.50","1.35","1.08","2,289,867"
"Mon Nov 13 2023 00:00:00 GMT+0530 (India Standard Time)","37.45","40.20","37.05","39.60","5.60","5.33","36,375,826"
"Wed Nov 15 2023 00:00:00 GMT+0530 (India Standard Time)","40.20","40.45","39.40","39.80","0.51","0.23","20,800,888"
"Thu Nov 16 2023 00:00:00 GMT+0530 (India Standard Time)","39.80","39.80","39.15","39.35","-1.13","-1.40","9,179,135"
"Fri Nov 17 2023 00:00:00 GMT+0530 (India Standard Time)","38.90","38.90","38.35","38.65","-1.78","-2.05","8,674,323"
"Mon Nov 20 2023 00:00:00 GMT+0530 (India Standard Time)","38.65","39.15","38.45","38.75","0.26","-0.01","7,757,409"
