"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Tue Mar 15 2022 00:00:00 GMT+0530 (India Standard Time)","12.00","12.15","11.85","11.85","-1.25","-1.52","2,004,027"
"Wed Mar 16 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","12.00","11.85","11.90","0.42","0.15","1,044,497"
"Thu Mar 17 2022 00:00:00 GMT+0530 (India Standard Time)","12.00","12.05","11.80","11.85","-0.42","-0.69","2,147,067"
"Mon Mar 21 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","11.95","11.80","11.90","0.42","0.15","2,614,760"
"Tue Mar 22 2022 00:00:00 GMT+0530 (India Standard Time)","11.90","11.95","11.75","11.85","-0.42","-0.69","1,768,679"
"Wed Mar 23 2022 00:00:00 GMT+0530 (India Standard Time)","11.90","11.95","11.75","11.80","-0.42","-0.69","2,418,672"
"Thu Mar 24 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.80","11.70","11.70","-0.85","-1.12","1,649,238"
"Fri Mar 25 2022 00:00:00 GMT+0530 (India Standard Time)","11.80","11.80","11.70","11.70","0","-0.27","1,337,717"
"Mon Mar 28 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.75","11.45","11.50","-1.71","-1.98","3,712,238"
"Tue Mar 29 2022 00:00:00 GMT+0530 (India Standard Time)","11.60","11.60","11.20","11.25","-2.17","-2.45","3,928,230"
"Wed Mar 30 2022 00:00:00 GMT+0530 (India Standard Time)","11.45","11.95","11.25","11.65","3.56","3.28","4,762,353"
"Thu Mar 31 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","12.40","11.55","11.85","1.72","1.44","12,415,789"
"Fri Apr 01 2022 00:00:00 GMT+0530 (India Standard Time)","11.90","12.20","11.90","12.15","2.53","2.26","3,086,655"
"Mon Apr 04 2022 00:00:00 GMT+0530 (India Standard Time)","12.20","12.40","12.15","12.35","1.65","1.37","3,537,532"
"Tue Apr 05 2022 00:00:00 GMT+0530 (India Standard Time)","12.35","12.55","12.20","12.45","0.81","0.54","4,106,125"
"Wed Apr 06 2022 00:00:00 GMT+0530 (India Standard Time)","12.35","12.75","12.30","12.70","2.01","1.74","5,806,818"
"Thu Apr 07 2022 00:00:00 GMT+0530 (India Standard Time)","12.70","12.90","12.65","12.70","0","-0.27","3,994,451"
"Fri Apr 08 2022 00:00:00 GMT+0530 (India Standard Time)","12.70","12.80","12.70","12.70","0","-0.27","1,998,955"
"Mon Apr 11 2022 00:00:00 GMT+0530 (India Standard Time)","12.75","12.75","12.50","12.60","-0.79","-1.06","2,254,095"
"Tue Apr 12 2022 00:00:00 GMT+0530 (India Standard Time)","12.60","12.60","12.10","12.25","-2.78","-3.05","3,898,617"
"Wed Apr 13 2022 00:00:00 GMT+0530 (India Standard Time)","12.35","12.45","12.30","12.30","0.41","0.14","1,932,610"
"Mon Apr 18 2022 00:00:00 GMT+0530 (India Standard Time)","12.30","12.30","12.05","12.10","-1.63","-1.90","1,662,795"
"Tue Apr 19 2022 00:00:00 GMT+0530 (India Standard Time)","12.20","12.45","12.00","12.10","0","-0.27","3,536,435"
"Wed Apr 20 2022 00:00:00 GMT+0530 (India Standard Time)","12.20","12.25","12.00","12.05","-0.41","-0.69","1,813,759"
"Thu Apr 21 2022 00:00:00 GMT+0530 (India Standard Time)","12.15","12.25","12.10","12.20","1.24","0.97","1,571,997"
"Fri Apr 22 2022 00:00:00 GMT+0530 (India Standard Time)","12.15","12.30","12.05","12.05","-1.23","-1.50","1,824,336"
"Mon Apr 25 2022 00:00:00 GMT+0530 (India Standard Time)","12.00","12.00","11.85","11.90","-1.24","-1.52","1,677,367"
"Tue Apr 26 2022 00:00:00 GMT+0530 (India Standard Time)","12.00","12.05","11.85","11.95","0.42","0.15","1,574,135"
"Wed Apr 27 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","11.95","11.80","11.85","-0.84","-1.11","1,149,602"
"Thu Apr 28 2022 00:00:00 GMT+0530 (India Standard Time)","11.90","11.95","11.80","11.85","0","-0.27","777,339"
"Fri Apr 29 2022 00:00:00 GMT+0530 (India Standard Time)","11.90","12.05","11.80","11.85","0","-0.27","1,646,939"
"Mon May 02 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.90","11.70","11.85","0","-0.27","881,133"
"Wed May 04 2022 00:00:00 GMT+0530 (India Standard Time)","11.85","11.90","11.65","11.65","-1.69","-1.96","1,380,814"
"Thu May 05 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.85","11.65","11.65","0","-0.27","1,246,677"
"Fri May 06 2022 00:00:00 GMT+0530 (India Standard Time)","11.55","11.60","11.45","11.50","-1.29","-1.56","1,431,687"
"Mon May 09 2022 00:00:00 GMT+0530 (India Standard Time)","11.45","11.55","11.40","11.45","-0.43","-0.71","1,277,947"
"Tue May 10 2022 00:00:00 GMT+0530 (India Standard Time)","11.45","11.70","11.35","11.40","-0.44","-0.71","1,484,972"
"Wed May 11 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","11.55","11.10","11.25","-1.32","-1.59","1,674,502"
"Thu May 12 2022 00:00:00 GMT+0530 (India Standard Time)","11.15","11.20","10.90","11.05","-1.78","-2.05","2,204,731"
"Fri May 13 2022 00:00:00 GMT+0530 (India Standard Time)","11.30","11.80","11.20","11.55","4.52","4.25","2,904,212"
"Mon May 16 2022 00:00:00 GMT+0530 (India Standard Time)","11.65","11.80","11.60","11.75","1.73","1.46","2,361,799"
"Tue May 17 2022 00:00:00 GMT+0530 (India Standard Time)","11.80","11.90","11.60","11.65","-0.85","-1.12","1,607,509"
"Wed May 18 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.95","11.65","11.70","0.43","0.16","1,822,747"
"Thu May 19 2022 00:00:00 GMT+0530 (India Standard Time)","11.55","11.75","11.40","11.55","-1.28","-1.55","3,007,332"
"Fri May 20 2022 00:00:00 GMT+0530 (India Standard Time)","11.65","11.75","11.40","11.50","-0.43","-0.71","2,297,197"
"Mon May 23 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","11.60","11.45","11.50","0","-0.27","1,601,925"
"Tue May 24 2022 00:00:00 GMT+0530 (India Standard Time)","11.55","11.55","11.40","11.45","-0.43","-0.71","1,247,333"
"Wed May 25 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","11.50","11.20","11.25","-1.75","-2.02","1,467,397"
"Thu May 26 2022 00:00:00 GMT+0530 (India Standard Time)","11.30","11.40","11.10","11.25","0","-0.27","1,533,873"
"Fri May 27 2022 00:00:00 GMT+0530 (India Standard Time)","11.35","11.50","11.30","11.40","1.33","1.06","2,090,869"
"Mon May 30 2022 00:00:00 GMT+0530 (India Standard Time)","11.55","11.85","11.50","11.75","3.07","2.80","2,822,010"
"Tue May 31 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.75","11.55","11.60","-1.28","-1.55","1,382,986"
"Wed Jun 01 2022 00:00:00 GMT+0530 (India Standard Time)","11.60","11.65","11.50","11.55","-0.43","-0.70","797,336"
"Thu Jun 02 2022 00:00:00 GMT+0530 (India Standard Time)","11.60","11.65","11.50","11.60","0.43","0.16","1,210,963"
"Fri Jun 03 2022 00:00:00 GMT+0530 (India Standard Time)","11.70","11.80","11.50","11.55","-0.43","-0.70","869,293"
"Mon Jun 06 2022 00:00:00 GMT+0530 (India Standard Time)","11.55","11.60","11.50","11.55","0","-0.27","696,968"
"Tue Jun 07 2022 00:00:00 GMT+0530 (India Standard Time)","11.55","11.60","11.50","11.50","-0.43","-0.71","578,607"
"Wed Jun 08 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","11.55","11.30","11.35","-1.30","-1.58","1,077,263"
"Thu Jun 09 2022 00:00:00 GMT+0530 (India Standard Time)","11.35","11.40","11.30","11.35","0","-0.27","486,668"
"Fri Jun 10 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.35","11.20","11.25","-0.88","-1.15","668,369"
"Mon Jun 13 2022 00:00:00 GMT+0530 (India Standard Time)","11.15","11.25","11.05","11.10","-1.33","-1.61","1,445,232"
"Tue Jun 14 2022 00:00:00 GMT+0530 (India Standard Time)","11.10","11.20","11.00","11.05","-0.45","-0.72","1,298,572"
"Wed Jun 15 2022 00:00:00 GMT+0530 (India Standard Time)","11.10","11.15","10.95","10.95","-0.90","-1.18","1,334,405"
"Thu Jun 16 2022 00:00:00 GMT+0530 (India Standard Time)","11.05","11.10","10.80","10.85","-0.91","-1.19","1,594,519"
"Fri Jun 17 2022 00:00:00 GMT+0530 (India Standard Time)","10.85","10.85","10.60","10.65","-1.84","-2.12","2,075,678"
"Mon Jun 20 2022 00:00:00 GMT+0530 (India Standard Time)","10.70","10.80","10.55","10.60","-0.47","-0.74","1,482,851"
"Tue Jun 21 2022 00:00:00 GMT+0530 (India Standard Time)","10.60","10.90","10.60","10.75","1.42","1.14","1,432,344"
"Wed Jun 22 2022 00:00:00 GMT+0530 (India Standard Time)","10.80","11.40","10.70","11.15","3.72","3.45","4,073,981"
"Thu Jun 23 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.25","10.90","10.95","-1.79","-2.07","1,472,100"
"Fri Jun 24 2022 00:00:00 GMT+0530 (India Standard Time)","11.05","11.10","10.90","11.00","0.46","0.18","2,096,684"
"Mon Jun 27 2022 00:00:00 GMT+0530 (India Standard Time)","11.15","11.30","11.10","11.10","0.91","0.64","1,148,524"
"Tue Jun 28 2022 00:00:00 GMT+0530 (India Standard Time)","11.15","11.15","10.95","11.00","-0.90","-1.17","1,081,985"
"Wed Jun 29 2022 00:00:00 GMT+0530 (India Standard Time)","11.00","11.15","10.90","11.00","0","-0.27","1,424,918"
"Thu Jun 30 2022 00:00:00 GMT+0530 (India Standard Time)","11.10","11.15","10.90","10.95","-0.45","-0.73","604,217"
"Fri Jul 01 2022 00:00:00 GMT+0530 (India Standard Time)","11.00","11.20","10.75","11.05","0.91","0.64","1,157,345"
"Mon Jul 04 2022 00:00:00 GMT+0530 (India Standard Time)","11.00","11.20","10.95","11.15","0.90","0.63","1,412,018"
"Tue Jul 05 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.35","11.15","11.20","0.45","0.18","1,756,939"
"Wed Jul 06 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.30","11.15","11.15","-0.45","-0.72","563,060"
"Thu Jul 07 2022 00:00:00 GMT+0530 (India Standard Time)","11.20","11.25","11.15","11.20","0.45","0.18","1,225,736"
"Fri Jul 08 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.35","11.20","11.20","0","-0.27","834,276"
"Mon Jul 11 2022 00:00:00 GMT+0530 (India Standard Time)","11.20","11.55","11.20","11.35","1.34","1.07","2,979,349"
"Tue Jul 12 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.50","11.25","11.30","-0.44","-0.71","851,076"
"Wed Jul 13 2022 00:00:00 GMT+0530 (India Standard Time)","11.40","11.50","11.25","11.30","0","-0.27","1,171,656"
"Thu Jul 14 2022 00:00:00 GMT+0530 (India Standard Time)","11.30","11.35","11.10","11.15","-1.33","-1.60","1,364,994"
"Fri Jul 15 2022 00:00:00 GMT+0530 (India Standard Time)","11.20","11.25","10.95","11.20","0.45","0.18","1,274,085"
"Mon Jul 18 2022 00:00:00 GMT+0530 (India Standard Time)","11.30","11.35","11.10","11.25","0.45","0.17","2,042,687"
"Tue Jul 19 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.30","11.20","11.30","0.44","0.17","1,226,104"
"Wed Jul 20 2022 00:00:00 GMT+0530 (India Standard Time)","11.35","11.40","11.25","11.30","0","-0.27","1,142,686"
"Thu Jul 21 2022 00:00:00 GMT+0530 (India Standard Time)","11.30","11.60","11.25","11.55","2.21","1.94","2,707,884"
"Fri Jul 22 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","11.60","11.40","11.45","-0.87","-1.14","1,573,545"
"Mon Jul 25 2022 00:00:00 GMT+0530 (India Standard Time)","11.40","11.45","11.20","11.30","-1.31","-1.58","1,122,102"
"Tue Jul 26 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.30","11.15","11.20","-0.88","-1.16","681,275"
"Wed Jul 27 2022 00:00:00 GMT+0530 (India Standard Time)","11.25","11.30","11.20","11.25","0.45","0.17","774,475"
"Thu Jul 28 2022 00:00:00 GMT+0530 (India Standard Time)","11.30","11.40","11.30","11.30","0.44","0.17","995,332"
"Fri Jul 29 2022 00:00:00 GMT+0530 (India Standard Time)","11.35","11.40","11.25","11.30","0","-0.27","1,108,912"
"Mon Aug 01 2022 00:00:00 GMT+0530 (India Standard Time)","11.35","11.70","11.30","11.55","2.21","1.94","2,293,672"
"Tue Aug 02 2022 00:00:00 GMT+0530 (India Standard Time)","11.60","12.25","11.55","11.95","3.46","3.19","6,573,892"
"Wed Aug 03 2022 00:00:00 GMT+0530 (India Standard Time)","12.00","12.20","11.70","12.05","0.84","0.56","4,170,231"
"Thu Aug 04 2022 00:00:00 GMT+0530 (India Standard Time)","12.15","12.35","12.05","12.15","0.83","0.56","3,704,591"
"Fri Aug 05 2022 00:00:00 GMT+0530 (India Standard Time)","12.20","12.35","11.80","11.85","-2.47","-2.74","7,843,976"
"Mon Aug 08 2022 00:00:00 GMT+0530 (India Standard Time)","11.85","11.95","11.65","11.70","-1.27","-1.54","2,991,730"
"Wed Aug 10 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.75","11.50","11.55","-1.28","-1.55","1,676,134"
"Thu Aug 11 2022 00:00:00 GMT+0530 (India Standard Time)","11.60","11.70","11.55","11.55","0","-0.27","2,019,815"
"Fri Aug 12 2022 00:00:00 GMT+0530 (India Standard Time)","11.60","11.60","11.45","11.50","-0.43","-0.71","1,717,900"
"Tue Aug 16 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","11.70","11.50","11.60","0.87","0.60","1,407,138"
"Wed Aug 17 2022 00:00:00 GMT+0530 (India Standard Time)","11.65","11.80","11.55","11.75","1.29","1.02","2,546,106"
"Thu Aug 18 2022 00:00:00 GMT+0530 (India Standard Time)","11.70","11.85","11.60","11.65","-0.85","-1.12","3,181,652"
"Fri Aug 19 2022 00:00:00 GMT+0530 (India Standard Time)","11.70","11.70","11.50","11.50","-1.29","-1.56","2,222,188"
"Mon Aug 22 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","11.55","11.35","11.40","-0.87","-1.14","2,481,461"
"Tue Aug 23 2022 00:00:00 GMT+0530 (India Standard Time)","11.30","11.50","11.30","11.40","0","-0.27","1,287,204"
"Wed Aug 24 2022 00:00:00 GMT+0530 (India Standard Time)","11.40","11.55","11.35","11.40","0","-0.27","1,858,910"
"Thu Aug 25 2022 00:00:00 GMT+0530 (India Standard Time)","11.45","12.05","11.45","11.90","4.39","4.11","6,831,970"
"Fri Aug 26 2022 00:00:00 GMT+0530 (India Standard Time)","12.10","12.65","12.10","12.20","2.52","2.25","8,577,130"
"Mon Aug 29 2022 00:00:00 GMT+0530 (India Standard Time)","12.00","12.15","11.85","12.00","-1.64","-1.91","2,789,645"
"Tue Aug 30 2022 00:00:00 GMT+0530 (India Standard Time)","12.05","12.25","11.90","12.00","0","-0.27","2,893,252"
"Thu Sep 01 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","12.20","11.90","12.00","0","-0.27","2,625,641"
"Fri Sep 02 2022 00:00:00 GMT+0530 (India Standard Time)","12.10","12.10","11.90","11.95","-0.42","-0.69","1,788,535"
"Mon Sep 05 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","12.40","11.95","12.25","2.51","2.24","4,709,137"
"Tue Sep 06 2022 00:00:00 GMT+0530 (India Standard Time)","12.30","12.45","12.10","12.20","-0.41","-0.68","5,248,964"
"Wed Sep 07 2022 00:00:00 GMT+0530 (India Standard Time)","12.15","12.35","12.10","12.25","0.41","0.14","2,238,580"
"Thu Sep 08 2022 00:00:00 GMT+0530 (India Standard Time)","12.40","12.55","12.30","12.35","0.82","0.54","4,353,381"
"Fri Sep 09 2022 00:00:00 GMT+0530 (India Standard Time)","12.40","12.55","12.35","12.40","0.40","0.13","3,616,911"
"Mon Sep 12 2022 00:00:00 GMT+0530 (India Standard Time)","12.45","12.55","12.35","12.45","0.40","0.13","3,470,762"
"Tue Sep 13 2022 00:00:00 GMT+0530 (India Standard Time)","12.50","12.55","12.35","12.40","-0.40","-0.67","1,963,204"
"Wed Sep 14 2022 00:00:00 GMT+0530 (India Standard Time)","12.20","12.55","12.20","12.40","0","-0.27","4,003,160"
"Thu Sep 15 2022 00:00:00 GMT+0530 (India Standard Time)","12.55","12.75","12.45","12.50","0.81","0.53","5,065,166"
"Fri Sep 16 2022 00:00:00 GMT+0530 (India Standard Time)","12.50","12.55","12.05","12.10","-3.20","-3.47","4,562,908"
"Mon Sep 19 2022 00:00:00 GMT+0530 (India Standard Time)","12.20","12.40","12.10","12.25","1.24","0.97","3,723,170"
"Tue Sep 20 2022 00:00:00 GMT+0530 (India Standard Time)","12.35","12.55","12.30","12.40","1.22","0.95","3,454,351"
"Wed Sep 21 2022 00:00:00 GMT+0530 (India Standard Time)","12.50","12.65","12.40","12.40","0","-0.27","3,197,626"
"Thu Sep 22 2022 00:00:00 GMT+0530 (India Standard Time)","12.45","12.50","12.25","12.25","-1.21","-1.48","1,720,750"
"Fri Sep 23 2022 00:00:00 GMT+0530 (India Standard Time)","12.20","12.35","12.05","12.05","-1.63","-1.91","2,367,577"
"Mon Sep 26 2022 00:00:00 GMT+0530 (India Standard Time)","12.05","12.05","11.50","11.60","-3.73","-4.01","3,649,623"
"Tue Sep 27 2022 00:00:00 GMT+0530 (India Standard Time)","11.60","11.80","11.50","11.60","0","-0.27","2,563,745"
"Wed Sep 28 2022 00:00:00 GMT+0530 (India Standard Time)","11.50","12.25","11.50","11.65","0.43","0.16","5,248,303"
"Thu Sep 29 2022 00:00:00 GMT+0530 (India Standard Time)","11.80","11.95","11.60","11.75","0.86","0.59","4,333,361"
"Fri Sep 30 2022 00:00:00 GMT+0530 (India Standard Time)","11.70","12.05","11.65","11.90","1.28","1.00","3,607,433"
"Mon Oct 03 2022 00:00:00 GMT+0530 (India Standard Time)","11.85","11.95","11.75","11.80","-0.84","-1.11","1,702,905"
"Tue Oct 04 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","12.05","11.80","11.85","0.42","0.15","2,366,002"
"Thu Oct 06 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","12.05","11.90","11.95","0.84","0.57","2,488,794"
"Fri Oct 07 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","12.00","11.80","11.90","-0.42","-0.69","1,819,777"
"Mon Oct 10 2022 00:00:00 GMT+0530 (India Standard Time)","11.80","11.90","11.75","11.80","-0.84","-1.11","1,395,292"
"Tue Oct 11 2022 00:00:00 GMT+0530 (India Standard Time)","11.85","11.85","11.60","11.65","-1.27","-1.54","1,270,772"
"Wed Oct 12 2022 00:00:00 GMT+0530 (India Standard Time)","11.65","11.75","11.65","11.70","0.43","0.16","947,219"
"Thu Oct 13 2022 00:00:00 GMT+0530 (India Standard Time)","11.70","11.75","11.55","11.60","-0.85","-1.13","1,019,094"
"Fri Oct 14 2022 00:00:00 GMT+0530 (India Standard Time)","11.75","11.80","11.60","11.65","0.43","0.16","1,115,759"
"Mon Oct 17 2022 00:00:00 GMT+0530 (India Standard Time)","11.65","11.75","11.55","11.60","-0.43","-0.70","1,394,755"
"Tue Oct 18 2022 00:00:00 GMT+0530 (India Standard Time)","11.70","12.00","11.65","11.90","2.59","2.31","3,815,741"
"Wed Oct 19 2022 00:00:00 GMT+0530 (India Standard Time)","11.95","12.20","11.85","12.15","2.10","1.83","3,693,621"
"Thu Oct 20 2022 00:00:00 GMT+0530 (India Standard Time)","12.05","12.35","11.85","12.15","0","-0.27","3,395,278"
"Fri Oct 21 2022 00:00:00 GMT+0530 (India Standard Time)","12.15","12.70","12.15","12.35","1.65","1.37","8,243,160"
"Mon Oct 24 2022 00:00:00 GMT+0530 (India Standard Time)","12.50","12.65","12.45","12.50","1.21","0.94","1,609,759"
"Tue Oct 25 2022 00:00:00 GMT+0530 (India Standard Time)","12.55","13.20","12.35","13.00","4.00","3.73","12,758,662"
"Thu Oct 27 2022 00:00:00 GMT+0530 (India Standard Time)","13.15","13.45","13.10","13.25","1.92","1.65","9,531,815"
"Fri Oct 28 2022 00:00:00 GMT+0530 (India Standard Time)","13.25","13.45","12.95","13.00","-1.89","-2.16","7,185,277"
"Mon Oct 31 2022 00:00:00 GMT+0530 (India Standard Time)","13.10","13.35","12.95","13.20","1.54","1.27","6,009,524"
"Tue Nov 01 2022 00:00:00 GMT+0530 (India Standard Time)","13.30","13.45","13.10","13.20","0","-0.27","5,970,798"
"Wed Nov 02 2022 00:00:00 GMT+0530 (India Standard Time)","13.20","13.80","13.05","13.70","3.79","3.52","13,518,687"
"Thu Nov 03 2022 00:00:00 GMT+0530 (India Standard Time)","13.55","15.00","13.50","14.45","5.47","5.20","67,213,881"
"Fri Nov 04 2022 00:00:00 GMT+0530 (India Standard Time)","14.60","15.15","14.50","14.95","3.46","3.19","57,316,737"
"Mon Nov 07 2022 00:00:00 GMT+0530 (India Standard Time)","15.10","15.50","15.05","15.15","1.34","1.06","26,108,100"
"Wed Nov 09 2022 00:00:00 GMT+0530 (India Standard Time)","15.20","15.90","15.20","15.75","3.96","3.69","45,610,446"
"Thu Nov 10 2022 00:00:00 GMT+0530 (India Standard Time)","15.70","15.70","14.85","15.00","-4.76","-5.03","24,012,831"
"Fri Nov 11 2022 00:00:00 GMT+0530 (India Standard Time)","15.20","15.60","15.00","15.15","1.00","0.73","13,091,938"
"Mon Nov 14 2022 00:00:00 GMT+0530 (India Standard Time)","15.20","15.20","14.70","14.80","-2.31","-2.58","10,678,259"
"Tue Nov 15 2022 00:00:00 GMT+0530 (India Standard Time)","14.75","14.85","14.30","14.55","-1.69","-1.96","14,557,260"
"Wed Nov 16 2022 00:00:00 GMT+0530 (India Standard Time)","14.50","15.15","14.40","14.90","2.41","2.13","19,034,932"
"Thu Nov 17 2022 00:00:00 GMT+0530 (India Standard Time)","15.00","15.20","14.80","15.05","1.01","0.73","12,148,831"
"Fri Nov 18 2022 00:00:00 GMT+0530 (India Standard Time)","15.10","15.95","15.10","15.75","4.65","4.38","41,422,059"
"Mon Nov 21 2022 00:00:00 GMT+0530 (India Standard Time)","15.75","18.90","15.70","18.65","18.41","18.14","137,071,823"
"Tue Nov 22 2022 00:00:00 GMT+0530 (India Standard Time)","19.30","21.35","19.15","20.95","12.33","12.06","213,203,480"
"Wed Nov 23 2022 00:00:00 GMT+0530 (India Standard Time)","21.00","21.35","19.70","20.05","-4.30","-4.57","74,274,138"
"Thu Nov 24 2022 00:00:00 GMT+0530 (India Standard Time)","20.10","21.20","20.10","20.45","2.00","1.72","50,660,795"
"Fri Nov 25 2022 00:00:00 GMT+0530 (India Standard Time)","20.65","22.45","20.25","20.75","1.47","1.19","97,577,534"
"Mon Nov 28 2022 00:00:00 GMT+0530 (India Standard Time)","21.05","21.30","20.50","20.70","-0.24","-0.51","24,390,209"
"Tue Nov 29 2022 00:00:00 GMT+0530 (India Standard Time)","20.90","20.90","19.85","20.25","-2.17","-2.45","28,577,931"
"Wed Nov 30 2022 00:00:00 GMT+0530 (India Standard Time)","20.25","20.45","19.65","19.80","-2.22","-2.50","17,360,162"
"Thu Dec 01 2022 00:00:00 GMT+0530 (India Standard Time)","19.80","20.55","19.25","20.30","2.53","2.25","26,965,655"
"Fri Dec 02 2022 00:00:00 GMT+0530 (India Standard Time)","20.50","20.70","20.05","20.30","0","-0.27","18,598,984"
"Mon Dec 05 2022 00:00:00 GMT+0530 (India Standard Time)","20.40","20.70","20.10","20.40","0.49","0.22","16,490,358"
"Tue Dec 06 2022 00:00:00 GMT+0530 (India Standard Time)","20.40","21.85","20.30","21.15","3.68","3.40","55,502,135"
"Wed Dec 07 2022 00:00:00 GMT+0530 (India Standard Time)","21.35","22.65","21.05","22.25","5.20","4.93","81,910,345"
"Thu Dec 08 2022 00:00:00 GMT+0530 (India Standard Time)","22.70","23.95","22.40","23.50","5.62","5.35","65,407,111"
"Fri Dec 09 2022 00:00:00 GMT+0530 (India Standard Time)","24.25","25.00","22.15","23.60","0.43","0.15","91,904,850"
"Mon Dec 12 2022 00:00:00 GMT+0530 (India Standard Time)","23.60","24.50","22.25","24.25","2.75","2.48","55,210,146"
"Tue Dec 13 2022 00:00:00 GMT+0530 (India Standard Time)","24.50","29.10","24.30","29.05","19.79","19.52","203,920,141"
"Wed Dec 14 2022 00:00:00 GMT+0530 (India Standard Time)","30.60","34.50","29.30","33.25","14.46","14.18","396,389,777"
"Thu Dec 15 2022 00:00:00 GMT+0530 (India Standard Time)","32.90","36.55","31.70","35.60","7.07","6.79","346,176,229"
"Fri Dec 16 2022 00:00:00 GMT+0530 (India Standard Time)","36.10","38.15","34.80","36.40","2.25","1.97","277,935,587"
"Mon Dec 19 2022 00:00:00 GMT+0530 (India Standard Time)","37.00","37.70","33.10","33.60","-7.69","-7.97","122,103,203"
"Tue Dec 20 2022 00:00:00 GMT+0530 (India Standard Time)","33.00","33.30","30.35","31.20","-7.14","-7.42","91,770,706"
"Wed Dec 21 2022 00:00:00 GMT+0530 (India Standard Time)","31.80","34.30","30.60","31.85","2.08","1.81","194,358,814"
"Thu Dec 22 2022 00:00:00 GMT+0530 (India Standard Time)","34.00","34.05","31.10","32.75","2.83","2.55","114,288,612"
"Fri Dec 23 2022 00:00:00 GMT+0530 (India Standard Time)","31.30","32.40","29.50","29.50","-9.92","-10.20","60,483,359"
"Mon Dec 26 2022 00:00:00 GMT+0530 (India Standard Time)","28.35","32.35","26.85","31.95","8.31","8.03","138,351,627"
"Tue Dec 27 2022 00:00:00 GMT+0530 (India Standard Time)","32.50","33.45","31.00","32.45","1.56","1.29","107,289,429"
"Wed Dec 28 2022 00:00:00 GMT+0530 (India Standard Time)","31.70","32.80","30.85","31.40","-3.24","-3.51","66,549,004"
"Thu Dec 29 2022 00:00:00 GMT+0530 (India Standard Time)","31.00","31.50","30.55","30.80","-1.91","-2.18","36,148,593"
"Fri Dec 30 2022 00:00:00 GMT+0530 (India Standard Time)","31.40","32.50","31.30","31.50","2.27","2.00","35,706,421"
"Mon Jan 02 2023 00:00:00 GMT+0530 (India Standard Time)","31.80","32.05","31.15","31.35","-0.48","-0.75","29,856,497"
"Tue Jan 03 2023 00:00:00 GMT+0530 (India Standard Time)","31.55","33.75","31.40","32.80","4.63","4.35","70,790,476"
"Wed Jan 04 2023 00:00:00 GMT+0530 (India Standard Time)","33.00","33.40","32.05","32.30","-1.52","-1.80","42,337,014"
"Thu Jan 05 2023 00:00:00 GMT+0530 (India Standard Time)","32.60","32.85","31.65","32.20","-0.31","-0.58","22,394,272"
"Fri Jan 06 2023 00:00:00 GMT+0530 (India Standard Time)","32.45","32.50","30.65","31.05","-3.57","-3.84","26,781,631"
"Mon Jan 09 2023 00:00:00 GMT+0530 (India Standard Time)","31.70","31.85","30.65","30.95","-0.32","-0.59","16,595,594"
"Tue Jan 10 2023 00:00:00 GMT+0530 (India Standard Time)","30.70","30.85","29.30","29.70","-4.04","-4.31","19,438,325"
"Wed Jan 11 2023 00:00:00 GMT+0530 (India Standard Time)","29.95","30.90","29.15","30.15","1.52","1.24","30,479,230"
"Thu Jan 12 2023 00:00:00 GMT+0530 (India Standard Time)","30.15","30.55","29.65","29.90","-0.83","-1.10","16,729,450"
"Fri Jan 13 2023 00:00:00 GMT+0530 (India Standard Time)","30.00","30.45","29.70","30.05","0.50","0.23","18,939,631"
"Mon Jan 16 2023 00:00:00 GMT+0530 (India Standard Time)","30.30","32.95","30.10","32.55","8.32","8.05","71,319,143"
